-63.16,-63.28,-63.32,-63.26,-63.10,-62.81,-62.38,-61.76,-60.94,-59.89,-58.56,-56.92,-54.94,-52.56,-49.75,-46.48,-42.70,-38.42,-33.62,-28.32,-22.57,-16.42,-9.98,-3.35,3.35,9.98,16.42,22.57,28.32,33.62,38.42,42.70,46.48,49.75,52.56,54.94,56.92,58.56,59.89,60.94,61.76,62.38,62.81,63.10,63.26,63.32,63.28,63.16
-64.78,-65.00,-65.15,-65.22,-65.19,-65.04,-64.74,-64.26,-63.59,-62.67,-61.48,-59.96,-58.08,-55.77,-52.99,-49.70,-45.84,-41.40,-36.36,-30.73,-24.55,-17.91,-10.90,-3.66,3.66,10.90,17.91,24.55,30.73,36.36,41.40,45.84,49.70,52.99,55.77,58.08,59.96,61.48,62.67,63.59,64.26,64.74,65.04,65.19,65.22,65.15,65.00,64.78
-66.36,-66.69,-66.97,-67.16,-67.27,-67.26,-67.11,-66.79,-66.28,-65.53,-64.49,-63.13,-61.37,-59.17,-56.46,-53.18,-49.26,-44.68,-39.40,-33.42,-26.80,-19.60,-11.95,-4.02,4.02,11.95,19.60,26.80,33.42,39.40,44.68,49.26,53.18,56.46,59.17,61.37,63.13,64.49,65.53,66.28,66.79,67.11,67.26,67.27,67.16,66.97,66.69,66.36
-67.89,-68.34,-68.73,-69.06,-69.31,-69.45,-69.47,-69.33,-68.99,-68.43,-67.58,-66.39,-64.81,-62.75,-60.14,-56.91,-52.98,-48.28,-42.77,-36.44,-29.32,-21.51,-13.14,-4.42,4.42,13.14,21.51,29.32,36.44,42.77,48.28,52.98,56.91,60.14,62.75,64.81,66.39,67.58,68.43,68.99,69.33,69.47,69.45,69.31,69.06,68.73,68.34,67.89
-69.36,-69.92,-70.44,-70.91,-71.30,-71.60,-71.79,-71.83,-71.70,-71.34,-70.70,-69.73,-68.35,-66.47,-64.02,-60.89,-56.98,-52.20,-46.49,-39.80,-32.17,-23.68,-14.51,-4.89,4.89,14.51,23.68,32.17,39.80,46.49,52.20,56.98,60.89,64.02,66.47,68.35,69.73,70.70,71.34,71.70,71.83,71.79,71.60,71.30,70.91,70.44,69.92,69.36
-70.74,-71.42,-72.06,-72.66,-73.21,-73.68,-74.04,-74.28,-74.35,-74.22,-73.82,-73.08,-71.94,-70.30,-68.05,-65.07,-61.24,-56.44,-50.55,-43.52,-35.35,-26.13,-16.06,-5.42,5.42,16.06,26.13,35.35,43.52,50.55,56.44,61.24,65.07,68.05,70.30,71.94,73.08,73.82,74.22,74.35,74.28,74.04,73.68,73.21,72.66,72.06,71.42,70.74
-72.03,-72.81,-73.58,-74.31,-75.01,-75.64,-76.19,-76.63,-76.92,-77.02,-76.87,-76.40,-75.54,-74.17,-72.17,-69.41,-65.72,-60.95,-54.94,-47.60,-38.89,-28.88,-17.81,-6.02,6.02,17.81,28.88,38.89,47.60,54.94,60.95,65.72,69.41,72.17,74.17,75.54,76.40,76.87,77.02,76.92,76.63,76.19,75.64,75.01,74.31,73.58,72.81,72.03
-73.20,-74.09,-74.97,-75.83,-76.67,-77.46,-78.19,-78.82,-79.33,-79.68,-79.79,-79.61,-79.05,-77.99,-76.29,-73.80,-70.32,-65.66,-59.60,-51.99,-42.74,-31.92,-19.76,-6.69,6.69,19.76,31.92,42.74,51.99,59.60,65.66,70.32,73.80,76.29,77.99,79.05,79.61,79.79,79.68,79.33,78.82,78.19,77.46,76.67,75.83,74.97,74.09,73.20
-74.24,-75.22,-76.21,-77.19,-78.16,-79.11,-80.00,-80.83,-81.55,-82.13,-82.52,-82.63,-82.38,-81.65,-80.29,-78.12,-74.92,-70.43,-64.40,-56.59,-46.85,-35.20,-21.88,-7.43,7.43,21.88,35.20,46.85,56.59,64.40,70.43,74.92,78.12,80.29,81.65,82.38,82.63,82.52,82.13,81.55,80.83,80.00,79.11,78.16,77.19,76.21,75.22,74.24
-75.13,-76.20,-77.28,-78.37,-79.46,-80.54,-81.59,-82.60,-83.52,-84.32,-84.96,-85.35,-85.42,-85.03,-84.02,-82.21,-79.33,-75.09,-69.17,-61.23,-51.06,-38.61,-24.12,-8.21,8.21,24.12,38.61,51.06,61.23,69.17,75.09,79.33,82.21,84.02,85.03,85.42,85.35,84.96,84.32,83.52,82.60,81.59,80.54,79.46,78.37,77.28,76.20,75.13
-75.86,-77.00,-78.16,-79.34,-80.54,-81.73,-82.92,-84.07,-85.17,-86.18,-87.04,-87.69,-88.04,-87.97,-87.32,-85.86,-83.33,-79.38,-73.62,-65.65,-55.14,-41.95,-26.34,-8.99,8.99,26.34,41.95,55.14,65.65,73.62,79.38,83.33,85.86,87.32,87.97,88.04,87.69,87.04,86.18,85.17,84.07,82.92,81.73,80.54,79.34,78.16,77.00,75.86
-76.42,-77.62,-78.84,-80.09,-81.37,-82.66,-83.95,-85.22,-86.46,-87.63,-88.68,-89.54,-90.14,-90.34,-89.99,-88.85,-86.65,-82.99,-77.43,-69.49,-58.74,-44.95,-28.35,-9.70,9.70,28.35,44.95,58.74,69.49,77.43,82.99,86.65,88.85,89.99,90.34,90.14,89.54,88.68,87.63,86.46,85.22,83.95,82.66,81.37,80.09,78.84,77.62,76.42
-76.80,-78.03,-79.30,-80.60,-81.93,-83.29,-84.65,-86.01,-87.35,-88.63,-89.81,-90.83,-91.60,-92.01,-91.88,-90.99,-89.04,-85.62,-80.24,-72.36,-61.46,-47.25,-29.91,-10.25,10.25,29.91,47.25,61.46,72.36,80.24,85.62,89.04,90.99,91.88,92.01,91.60,90.83,89.81,88.63,87.35,86.01,84.65,83.29,81.93,80.60,79.30,78.03,76.80
-76.99,-78.24,-79.53,-80.86,-82.22,-83.60,-85.01,-86.41,-87.80,-89.14,-90.39,-91.49,-92.36,-92.87,-92.86,-92.11,-90.29,-87.00,-81.73,-73.90,-62.94,-48.51,-30.76,-10.56,10.56,30.76,48.51,62.94,73.90,81.73,87.00,90.29,92.11,92.86,92.87,92.36,91.49,90.39,89.14,87.80,86.41,85.01,83.60,82.22,80.86,79.53,78.24,76.99
-76.50,-77.74,-79.03,-80.34,-81.69,-83.07,-84.47,-85.86,-87.24,-88.57,-89.81,-90.91,-91.77,-92.28,-92.27,-91.52,-89.72,-86.45,-81.21,-73.43,-62.54,-48.20,-30.57,-10.49,10.49,30.57,48.20,62.54,73.43,81.21,86.45,89.72,91.52,92.27,92.28,91.77,90.91,89.81,88.57,87.24,85.86,84.47,83.07,81.69,80.34,79.03,77.74,76.50
-75.34,-76.55,-77.80,-79.07,-80.38,-81.71,-83.04,-84.38,-85.69,-86.95,-88.11,-89.11,-89.87,-90.26,-90.14,-89.27,-87.35,-83.99,-78.72,-70.99,-60.29,-46.36,-29.34,-10.06,10.06,29.34,46.36,60.29,70.99,78.72,83.99,87.35,89.27,90.14,90.26,89.87,89.11,88.11,86.95,85.69,84.38,83.04,81.71,80.38,79.07,77.80,76.55,75.34
-74.02,-75.18,-76.36,-77.58,-78.81,-80.06,-81.31,-82.55,-83.75,-84.88,-85.89,-86.73,-87.31,-87.51,-87.16,-86.06,-83.92,-80.38,-75.00,-67.31,-56.89,-43.54,-27.46,-9.40,9.40,27.46,43.54,56.89,67.31,75.00,80.38,83.92,86.06,87.16,87.51,87.31,86.73,85.89,84.88,83.75,82.55,81.31,80.06,78.81,77.58,76.36,75.18,74.02
-72.55,-73.64,-74.75,-75.88,-77.02,-78.16,-79.30,-80.40,-81.45,-82.41,-83.23,-83.86,-84.20,-84.13,-83.50,-82.11,-79.68,-75.91,-70.40,-62.78,-52.73,-40.12,-25.19,-8.60,8.60,25.19,40.12,52.73,62.78,70.40,75.91,79.68,82.11,83.50,84.13,84.20,83.86,83.23,82.41,81.45,80.40,79.30,78.16,77.02,75.88,74.75,73.64,72.55
-70.93,-71.94,-72.97,-74.00,-75.03,-76.05,-77.04,-77.98,-78.86,-79.62,-80.22,-80.59,-80.65,-80.28,-79.33,-77.62,-74.90,-70.90,-65.30,-57.81,-48.21,-36.45,-22.77,-7.75,7.75,22.77,36.45,48.21,57.81,65.30,70.90,74.90,77.62,79.33,80.28,80.65,80.59,80.22,79.62,78.86,77.98,77.04,76.05,75.03,74.00,72.97,71.94,70.93
-69.20,-70.12,-71.04,-71.96,-72.86,-73.74,-74.58,-75.35,-76.02,-76.57,-76.92,-77.03,-76.79,-76.11,-74.85,-72.83,-69.84,-65.66,-60.04,-52.75,-43.67,-32.81,-20.40,-6.93,6.93,20.40,32.81,43.67,52.75,60.04,65.66,69.84,72.83,74.85,76.11,76.79,77.03,76.92,76.57,76.02,75.35,74.58,73.74,72.86,71.96,71.04,70.12,69.20
-67.37,-68.19,-69.00,-69.79,-70.56,-71.29,-71.96,-72.55,-73.02,-73.33,-73.44,-73.27,-72.76,-71.78,-70.22,-67.93,-64.72,-60.43,-54.85,-47.85,-39.34,-29.38,-18.18,-6.16,6.16,18.18,29.38,39.34,47.85,54.85,60.43,64.72,67.93,70.22,71.78,72.76,73.27,73.44,73.33,73.02,72.55,71.96,71.29,70.56,69.79,69.00,68.19,67.37
-65.45,-66.16,-66.86,-67.53,-68.16,-68.73,-69.23,-69.63,-69.89,-69.98,-69.85,-69.43,-68.64,-67.40,-65.58,-63.07,-59.72,-55.38,-49.93,-43.25,-35.33,-26.24,-16.18,-5.47,5.47,16.18,26.24,35.33,43.25,49.93,55.38,59.72,63.07,65.58,67.40,68.64,69.43,69.85,69.98,69.89,69.63,69.23,68.73,68.16,67.53,66.86,66.16,65.45
-63.47,-64.07,-64.65,-65.19,-65.68,-66.10,-66.43,-66.64,-66.71,-66.58,-66.22,-65.57,-64.55,-63.07,-61.05,-58.38,-54.95,-50.63,-45.35,-39.05,-31.72,-23.45,-14.41,-4.86,4.86,14.41,23.45,31.72,39.05,45.35,50.63,54.95,58.38,61.05,63.07,64.55,65.57,66.22,66.58,66.71,66.64,66.43,66.10,65.68,65.19,64.65,64.07,63.47
-61.43,-61.93,-62.39,-62.81,-63.16,-63.43,-63.59,-63.63,-63.51,-63.19,-62.63,-61.76,-60.54,-58.88,-56.71,-53.94,-50.47,-46.24,-41.18,-35.26,-28.49,-20.98,-12.85,-4.33,4.33,12.85,20.98,28.49,35.26,41.18,46.24,50.47,53.94,56.71,58.88,60.54,61.76,62.63,63.19,63.51,63.63,63.59,63.43,63.16,62.81,62.39,61.93,61.43
-59.37,-59.77,-60.11,-60.40,-60.62,-60.74,-60.75,-60.63,-60.34,-59.84,-59.10,-58.06,-56.68,-54.88,-52.60,-49.77,-46.33,-42.22,-37.40,-31.87,-25.65,-18.81,-11.50,-3.87,3.87,11.50,18.81,25.65,31.87,37.40,42.22,46.33,49.77,52.60,54.88,56.68,58.06,59.10,59.84,60.34,60.63,60.75,60.74,60.62,60.40,60.11,59.77,59.37
-57.30,-57.59,-57.82,-57.99,-58.08,-58.07,-57.94,-57.67,-57.23,-56.58,-55.69,-54.51,-52.99,-51.09,-48.75,-45.92,-42.54,-38.58,-34.02,-28.86,-23.14,-16.92,-10.32,-3.47,3.47,10.32,16.92,23.14,28.86,34.02,38.58,42.54,45.92,48.75,51.09,52.99,54.51,55.69,56.58,57.23,57.67,57.94,58.07,58.08,57.99,57.82,57.59,57.30
-55.22,-55.41,-55.54,-55.60,-55.58,-55.44,-55.19,-54.78,-54.21,-53.43,-52.41,-51.12,-49.51,-47.54,-45.18,-42.37,-39.08,-35.29,-30.99,-26.20,-20.93,-15.27,-9.29,-3.12,3.12,9.29,15.27,20.93,26.20,30.99,35.29,39.08,42.37,45.18,47.54,49.51,51.12,52.41,53.43,54.21,54.78,55.19,55.44,55.58,55.60,55.54,55.41,55.22
-53.16,-53.26,-53.29,-53.25,-53.11,-52.87,-52.50,-51.98,-51.29,-50.41,-49.29,-47.91,-46.24,-44.24,-41.88,-39.12,-35.94,-32.34,-28.30,-23.84,-18.99,-13.82,-8.40,-2.82,2.82,8.40,13.82,18.99,23.84,28.30,32.34,35.94,39.12,41.88,44.24,46.24,47.91,49.29,50.41,51.29,51.98,52.50,52.87,53.11,53.25,53.29,53.26,53.16
-51.12,-51.14,-51.08,-50.94,-50.71,-50.37,-49.90,-49.29,-48.50,-47.53,-46.34,-44.90,-43.19,-41.18,-38.84,-36.15,-33.10,-29.68,-25.89,-21.75,-17.29,-12.56,-7.62,-2.55,2.55,7.62,12.56,17.29,21.75,25.89,29.68,33.10,36.15,38.84,41.18,43.19,44.90,46.34,47.53,48.50,49.29,49.90,50.37,50.71,50.94,51.08,51.14,51.12
-49.12,-49.05,-48.91,-48.69,-48.38,-47.95,-47.40,-46.70,-45.84,-44.80,-43.55,-42.07,-40.35,-38.35,-36.05,-33.45,-30.54,-27.30,-23.74,-19.89,-15.78,-11.44,-6.94,-2.32,2.32,6.94,11.44,15.78,19.89,23.74,27.30,30.54,33.45,36.05,38.35,40.35,42.07,43.55,44.80,45.84,46.70,47.40,47.95,48.38,48.69,48.91,49.05,49.12
-47.16,-47.02,-46.81,-46.51,-46.12,-45.62,-45.00,-44.23,-43.31,-42.22,-40.93,-39.44,-37.71,-35.74,-33.50,-31.00,-28.21,-25.15,-21.83,-18.25,-14.45,-10.46,-6.33,-2.12,2.12,6.33,10.46,14.45,18.25,21.83,25.15,28.21,31.00,33.50,35.74,37.71,39.44,40.93,42.22,43.31,44.23,45.00,45.62,46.12,46.51,46.81,47.02,47.16
-45.25,-45.04,-44.77,-44.41,-43.95,-43.39,-42.70,-41.89,-40.92,-39.79,-38.48,-36.98,-35.27,-33.34,-31.17,-28.76,-26.12,-23.23,-20.11,-16.78,-13.26,-9.59,-5.80,-1.94,1.94,5.80,9.59,13.26,16.78,20.11,23.23,26.12,28.76,31.17,33.34,35.27,36.98,38.48,39.79,40.92,41.89,42.70,43.39,43.95,44.41,44.77,45.04,45.25
-43.39,-43.13,-42.79,-42.38,-41.87,-41.25,-40.52,-39.66,-38.66,-37.51,-36.20,-34.70,-33.01,-31.13,-29.03,-26.73,-24.21,-21.49,-18.57,-15.47,-12.21,-8.82,-5.33,-1.78,1.78,5.33,8.82,12.21,15.47,18.57,21.49,24.21,26.73,29.03,31.13,33.01,34.70,36.20,37.51,38.66,39.66,40.52,41.25,41.87,42.38,42.79,43.13,43.39
-41.59,-41.28,-40.89,-40.43,-39.87,-39.21,-38.45,-37.56,-36.54,-35.38,-34.06,-32.58,-30.93,-29.10,-27.08,-24.88,-22.49,-19.92,-17.19,-14.30,-11.27,-8.13,-4.91,-1.64,1.64,4.91,8.13,11.27,14.30,17.19,19.92,22.49,24.88,27.08,29.10,30.93,32.58,34.06,35.38,36.54,37.56,38.45,39.21,39.87,40.43,40.89,41.28,41.59
-39.85,-39.50,-39.07,-38.56,-37.97,-37.28,-36.48,-35.57,-34.54,-33.37,-32.07,-30.61,-29.00,-27.23,-25.29,-23.19,-20.93,-18.51,-15.94,-13.24,-10.43,-7.52,-4.54,-1.52,1.52,4.54,7.52,10.43,13.24,15.94,18.51,20.93,23.19,25.29,27.23,29.00,30.61,32.07,33.37,34.54,35.57,36.48,37.28,37.97,38.56,39.07,39.50,39.85
-38.18,-37.78,-37.32,-36.78,-36.16,-35.44,-34.62,-33.70,-32.66,-31.50,-30.21,-28.79,-27.22,-25.51,-23.65,-21.65,-19.51,-17.22,-14.82,-12.29,-9.67,-6.97,-4.20,-1.41,1.41,4.20,6.97,9.67,12.29,14.82,17.22,19.51,21.65,23.65,25.51,27.22,28.79,30.21,31.50,32.66,33.70,34.62,35.44,36.16,36.78,37.32,37.78,38.18
-36.56,-36.14,-35.65,-35.08,-34.43,-33.70,-32.87,-31.94,-30.90,-29.75,-28.49,-27.10,-25.58,-23.93,-22.15,-20.24,-18.21,-16.06,-13.80,-11.43,-8.99,-6.47,-3.90,-1.30,1.30,3.90,6.47,8.99,11.43,13.80,16.06,18.21,20.24,22.15,23.93,25.58,27.10,28.49,29.75,30.90,31.94,32.87,33.70,34.43,35.08,35.65,36.14,36.56
-35.01,-34.56,-34.05,-33.46,-32.79,-32.05,-31.21,-30.28,-29.25,-28.12,-26.88,-25.53,-24.06,-22.47,-20.77,-18.95,-17.03,-15.00,-12.87,-10.66,-8.37,-6.02,-3.63,-1.21,1.21,3.63,6.02,8.37,10.66,12.87,15.00,17.03,18.95,20.77,22.47,24.06,25.53,26.88,28.12,29.25,30.28,31.21,32.05,32.79,33.46,34.05,34.56,35.01
